Date,Location,Age,Gender,Married,Occupation,Total Spend
18/07/2020,Mumbai,25,Male,No,Doc,360
18/07/2020,Hyderabad,25,Male,Yes,IT,160
18/07/2020,Delhi,34,Male,Yes,IT,450
18/07/2020,Bangalore,29,Male,Yes,Student,520
18/07/2020,Hyderabad,29,Female,No,Student,340
18/07/2020,Mumbai,32,Female,No,Doc,490
18/07/2020,Ahmedabad,29,Male,Yes,Student,270
19/07/2020,Mumbai,38,Male,Yes,Student,330
19/07/2020,Hyderabad,35,Male,Yes,Student,180
19/07/2020,Chennai,42,Female,No,IT,380
19/07/2020,Pune,42,Female,No,IT,150
19/07/2020,Delhi,36,Male,Yes,Student,280
19/07/2020,Bangalore,32,Female,No,Doc,280
20/07/2020,Mumbai,43,Female,Yes,IT,490
20/07/2020,Ahmedabad,27,Male,No,IT,430
20/07/2020,Kolkata,36,Male,Yes,IT,320
20/07/2020,Delhi,32,Female,Yes,Student,200
20/07/2020,Delhi,32,Female,Yes,Doc,410
20/07/2020,Delhi,30,Male,No,Doc,390
20/07/2020,Mumbai,42,Male,Yes,Doc,310
21/07/2020,Chennai,35,Female,No,IT,400
21/07/2020,Ahmedabad,36,Female,No,Student,380
21/07/2020,Bangalore,33,Genderfluid,Yes,Student,200
21/07/2020,Delhi,39,Male,No,IT,170
21/07/2020,Pune,37,Female,Yes,Student,160
22/07/2020,Mumbai,42,Female,Yes,IT,440
22/07/2020,Delhi,28,Male,No,IT,150
22/07/2020,Hyderabad,33,Female,No,IT,230
22/07/2020,Ahmedabad,30,Male,No,IT,110
22/07/2020,Bangalore,35,Female,No,Doc,140
23/07/2020,Chennai,36,Female,Yes,IT,440
23/07/2020,Bangalore,42,Male,Yes,Student,510
23/07/2020,Hyderabad,28,Female,No,Student,310
23/07/2020,Mumbai,39,Male,Yes,Doc,320
23/07/2020,Mumbai,29,Female,Yes,Doc,170
23/07/2020,Mumbai,33,Genderqueer,Yes,Doc,220
24/07/2020,Mumbai,38,Female,Yes,IT,450
24/07/2020,Kolkata,42,Male,Yes,Student,500
24/07/2020,Bangalore,32,Female,Yes,IT,210
24/07/2020,Bangalore,32,Male,No,Student,140
24/07/2020,Kolkata,25,Female,No,Doc,400
24/07/2020,Pune,39,Female,Yes,Doc,470
25/07/2020,Ahmedabad,36,Female,Yes,IT,290
25/07/2020,Pune,40,Female,Yes,Student,260
25/07/2020,Kolkata,39,Male,Yes,Doc,460
26/07/2020,Delhi,27,Female,No,Student,350
26/07/2020,Bangalore,28,Female,No,Doc,310
26/07/2020,Mumbai,31,Male,Yes,Doc,530
26/07/2020,Kolkata,37,Male,No,Student,510
26/07/2020,Kolkata,31,Female,No,IT,510
26/07/2020,Mumbai,43,Male,No,Doc,250
27/07/2020,Delhi,32,Male,No,Student,110
27/07/2020,Delhi,34,Male,Yes,Student,300
27/07/2020,Kolkata,30,Female,No,Student,470
27/07/2020,Bangalore,27,Non-binary,No,Student,230
27/07/2020,Chennai,38,Female,Yes,Student,330
27/07/2020,Kolkata,32,Female,Yes,Doc,130
27/07/2020,Delhi,40,Female,Yes,Student,180
27/07/2020,Chennai,35,Male,Yes,Student,440
27/07/2020,Chennai,43,Female,Yes,Doc,240
27/07/2020,Ahmedabad,25,Female,Yes,Doc,440
28/07/2020,Ahmedabad,33,Male,No,IT,510
28/07/2020,Ahmedabad,40,Female,Yes,IT,430
28/07/2020,Pune,42,Male,No,Student,340
28/07/2020,Delhi,33,Female,No,Student,510
28/07/2020,Bangalore,38,Female,No,Doc,280
28/07/2020,Pune,42,Male,Yes,Student,170
28/07/2020,Chennai,37,Female,No,Student,150
28/07/2020,Pune,25,Female,No,Student,230
28/07/2020,Kolkata,43,Female,Yes,IT,270
28/07/2020,Delhi,40,Female,No,Doc,520
28/07/2020,Delhi,28,Female,No,Student,290
29/07/2020,Ahmedabad,29,Male,No,Doc,290
29/07/2020,Hyderabad,28,Male,Yes,IT,530
29/07/2020,Pune,30,Female,No,Student,340
29/07/2020,Bangalore,30,Female,No,IT,160
29/07/2020,Bangalore,25,Female,Yes,IT,430
29/07/2020,Chennai,39,Female,Yes,Student,370
30/07/2020,Bangalore,26,Male,Yes,IT,420
30/07/2020,Kolkata,43,Male,No,Doc,490
30/07/2020,Kolkata,28,Female,Yes,Doc,190
30/07/2020,Mumbai,29,Female,No,Student,360
30/07/2020,Ahmedabad,28,Male,Yes,Student,230
30/07/2020,Kolkata,36,Male,Yes,Doc,130
30/07/2020,Kolkata,42,Bigender,Yes,Doc,130
31/07/2020,Chennai,38,Female,Yes,Doc,490
31/07/2020,Mumbai,38,Male,Yes,IT,150
31/07/2020,Ahmedabad,40,Female,Yes,IT,420
31/07/2020,Hyderabad,27,Genderfluid,No,Student,160
31/07/2020,Hyderabad,41,Male,No,IT,190
31/07/2020,Hyderabad,32,Male,Yes,Student,260
01/08/2020,Mumbai,29,Female,Yes,Student,210
01/08/2020,Ahmedabad,27,Female,Yes,Student,340
01/08/2020,Bangalore,35,Male,No,IT,470
01/08/2020,Bangalore,33,Female,Yes,Student,500
01/08/2020,Mumbai,37,Female,Yes,IT,290
01/08/2020,Pune,41,Male,Yes,Doc,250
01/08/2020,Ahmedabad,26,Male,No,Student,250
01/08/2020,Ahmedabad,41,Female,Yes,Student,470
02/08/2020,Mumbai,26,Female,No,IT,220
02/08/2020,Hyderabad,41,Female,Yes,Doc,400
02/08/2020,Pune,27,Bigender,Yes,Student,370
02/08/2020,Bangalore,25,Non-binary,Yes,Doc,180
03/08/2020,Pune,28,Female,No,IT,160
03/08/2020,Mumbai,32,Female,Yes,Doc,120
03/08/2020,Pune,41,Female,Yes,Doc,460
03/08/2020,Ahmedabad,39,Male,No,Student,180
03/08/2020,Pune,33,Non-binary,Yes,Doc,250
03/08/2020,Delhi,25,Female,No,Doc,420
03/08/2020,Hyderabad,26,Male,Yes,IT,250
03/08/2020,Hyderabad,29,Male,Yes,Student,200
04/08/2020,Chennai,29,Male,Yes,IT,320
04/08/2020,Bangalore,26,Agender,No,Doc,160
04/08/2020,Kolkata,31,Female,No,Student,190
04/08/2020,Chennai,36,Female,Yes,Doc,490
04/08/2020,Hyderabad,37,Female,Yes,IT,220
04/08/2020,Chennai,37,Male,Yes,Doc,530
05/08/2020,Bangalore,42,Female,Yes,Doc,420
05/08/2020,Kolkata,25,Female,No,Student,150
05/08/2020,Ahmedabad,26,Female,No,IT,400
05/08/2020,Kolkata,27,Female,No,Student,340
05/08/2020,Ahmedabad,33,Female,No,Doc,150
06/08/2020,Bangalore,27,Female,No,Doc,150
06/08/2020,Pune,41,Female,No,Student,190
06/08/2020,Chennai,30,Male,No,Student,500
06/08/2020,Ahmedabad,27,Female,No,Student,240
06/08/2020,Chennai,32,Male,No,Student,140
06/08/2020,Mumbai,39,Female,No,Student,230
06/08/2020,Chennai,29,Male,Yes,Doc,290
07/08/2020,Pune,36,Male,Yes,Doc,500
07/08/2020,Kolkata,39,Female,No,IT,430
07/08/2020,Ahmedabad,28,Male,No,Doc,370
08/08/2020,Bangalore,35,Non-binary,Yes,Student,480
08/08/2020,Delhi,26,Female,No,Student,390
08/08/2020,Delhi,34,Male,No,Doc,480
08/08/2020,Bangalore,35,Female,No,IT,520
08/08/2020,Bangalore,36,Female,Yes,Doc,340
08/08/2020,Chennai,26,Genderfluid,No,Doc,350
08/08/2020,Bangalore,37,Male,Yes,IT,310
08/08/2020,Ahmedabad,28,Male,No,IT,230
08/08/2020,Chennai,30,Female,No,IT,160
08/08/2020,Pune,38,Male,Yes,Student,450
09/08/2020,Pune,27,Female,Yes,Doc,140
09/08/2020,Chennai,43,Agender,No,IT,400
09/08/2020,Hyderabad,41,Male,No,Student,290
09/08/2020,Hyderabad,31,Male,No,IT,380
09/08/2020,Ahmedabad,41,Genderfluid,No,Doc,210
09/08/2020,Bangalore,34,Male,Yes,Student,520
09/08/2020,Delhi,37,Female,No,Doc,330
09/08/2020,Mumbai,37,Male,No,Doc,220
10/08/2020,Kolkata,34,Male,No,IT,350
10/08/2020,Pune,29,Female,Yes,Student,480
10/08/2020,Ahmedabad,37,Male,No,IT,280
10/08/2020,Delhi,26,Female,No,IT,450
10/08/2020,Mumbai,39,Female,No,Doc,200
10/08/2020,Pune,31,Female,No,IT,470
10/08/2020,Hyderabad,42,Male,No,Doc,500
11/08/2020,Ahmedabad,35,Male,No,Student,330
11/08/2020,Ahmedabad,37,Male,No,Student,320
11/08/2020,Chennai,30,Female,Yes,IT,470
11/08/2020,Mumbai,30,Female,Yes,Doc,430
11/08/2020,Kolkata,29,Male,No,Doc,490
11/08/2020,Kolkata,35,Non-binary,No,IT,200
11/08/2020,Bangalore,29,Female,No,IT,240
11/08/2020,Delhi,43,Agender,Yes,IT,360
11/08/2020,Delhi,39,Male,Yes,Student,500
12/08/2020,Delhi,30,Male,Yes,IT,260
12/08/2020,Mumbai,30,Female,Yes,Doc,320
12/08/2020,Hyderabad,40,Agender,Yes,Student,520
12/08/2020,Ahmedabad,37,Female,Yes,Student,320
13/08/2020,Chennai,26,Male,Yes,Student,340
14/08/2020,Mumbai,34,Male,No,Doc,300
14/08/2020,Delhi,27,Female,Yes,IT,520
14/08/2020,Mumbai,30,Female,No,Doc,490
14/08/2020,Chennai,42,Non-binary,No,Doc,220
15/08/2020,Chennai,40,Non-binary,Yes,IT,490
15/08/2020,Delhi,43,Female,Yes,IT,370
15/08/2020,Hyderabad,35,Female,No,IT,170
15/08/2020,Hyderabad,37,Agender,Yes,IT,360
15/08/2020,Kolkata,31,Male,Yes,IT,460
16/08/2020,Bangalore,34,Female,Yes,IT,470
16/08/2020,Pune,34,Female,No,Student,210
16/08/2020,Bangalore,25,Male,No,Student,330
16/08/2020,Mumbai,27,Female,Yes,IT,460
16/08/2020,Hyderabad,42,Non-binary,Yes,Student,180
17/08/2020,Pune,39,Male,Yes,IT,320
17/08/2020,Bangalore,41,Female,No,Student,370
17/08/2020,Delhi,29,Female,No,Student,290
17/08/2020,Bangalore,33,Female,No,IT,250
17/08/2020,Kolkata,31,Female,No,IT,460
18/08/2020,Kolkata,42,Genderfluid,Yes,Student,120
18/08/2020,Hyderabad,37,Male,Yes,Student,440
18/08/2020,Pune,32,Female,Yes,Student,160
18/08/2020,Kolkata,29,Female,No,Doc,130
18/08/2020,Kolkata,34,Female,Yes,Doc,320
18/08/2020,Pune,30,Polygender,Yes,IT,440
18/08/2020,Delhi,33,Female,No,IT,340
19/08/2020,Mumbai,35,Male,No,Student,220
19/08/2020,Ahmedabad,40,Polygender,Yes,Student,170
19/08/2020,Chennai,30,Female,Yes,Doc,500
19/08/2020,Bangalore,40,Male,No,Student,140
20/08/2020,Chennai,29,Female,Yes,Doc,390
20/08/2020,Pune,33,Male,No,Doc,210
20/08/2020,Pune,39,Male,No,IT,380
21/08/2020,Delhi,32,Male,No,IT,170
21/08/2020,Hyderabad,43,Genderqueer,No,Student,210
21/08/2020,Kolkata,43,Male,Yes,Student,280
22/08/2020,Chennai,42,Female,No,Doc,320
22/08/2020,Chennai,39,Male,No,Doc,430
22/08/2020,Chennai,39,Female,Yes,IT,410
23/08/2020,Ahmedabad,38,Female,No,IT,340
23/08/2020,Pune,37,Female,Yes,IT,260
23/08/2020,Chennai,36,Female,Yes,IT,500
23/08/2020,Mumbai,32,Non-binary,No,IT,310
24/08/2020,Hyderabad,43,Male,No,Doc,420
24/08/2020,Kolkata,29,Male,No,Doc,470
24/08/2020,Delhi,27,Female,No,Student,170
24/08/2020,Chennai,33,Female,Yes,Student,240
24/08/2020,Pune,33,Female,Yes,IT,290
24/08/2020,Chennai,38,Male,No,Student,190
24/08/2020,Hyderabad,26,Male,Yes,Student,240
24/08/2020,Chennai,35,Female,Yes,IT,260
25/08/2020,Chennai,29,Male,No,Doc,530
26/08/2020,Delhi,30,Female,Yes,IT,370
26/08/2020,Ahmedabad,43,Polygender,Yes,IT,440
26/08/2020,Chennai,30,Genderfluid,Yes,IT,280
26/08/2020,Ahmedabad,34,Female,Yes,Student,170
26/08/2020,Hyderabad,35,Female,Yes,Doc,440
27/08/2020,Delhi,28,Female,Yes,Doc,190
27/08/2020,Mumbai,38,Male,Yes,IT,450
27/08/2020,Ahmedabad,28,Male,Yes,Student,410
27/08/2020,Ahmedabad,32,Male,No,IT,160
27/08/2020,Hyderabad,33,Male,No,Student,290
27/08/2020,Bangalore,30,Female,Yes,IT,490
27/08/2020,Kolkata,29,Male,No,IT,130
27/08/2020,Pune,32,Female,Yes,Student,280
28/08/2020,Kolkata,27,Female,No,Doc,180
28/08/2020,Pune,38,Male,Yes,Doc,420
28/08/2020,Kolkata,34,Female,No,IT,400
28/08/2020,Delhi,32,Female,Yes,Student,420
28/08/2020,Bangalore,25,Male,No,Doc,450
29/08/2020,Pune,43,Male,No,Student,230
29/08/2020,Bangalore,40,Female,Yes,Student,460
29/08/2020,Chennai,41,Female,No,IT,120
29/08/2020,Pune,42,Male,Yes,Doc,340
30/08/2020,Bangalore,31,Female,Yes,IT,410
30/08/2020,Mumbai,25,Female,Yes,IT,510
30/08/2020,Pune,36,Male,Yes,Student,250
30/08/2020,Kolkata,33,Male,Yes,Student,240
30/08/2020,Mumbai,33,Male,Yes,IT,520
30/08/2020,Bangalore,26,Female,Yes,Student,210
31/08/2020,Hyderabad,41,Male,Yes,IT,530
31/08/2020,Kolkata,36,Male,No,Student,420
31/08/2020,Pune,42,Male,Yes,Student,110
31/08/2020,Bangalore,35,Agender,No,IT,420
31/08/2020,Mumbai,40,Agender,No,Doc,330
31/08/2020,Hyderabad,41,Male,Yes,IT,310
31/08/2020,Delhi,40,Male,Yes,Doc,310
31/08/2020,Hyderabad,32,Male,Yes,Doc,290
31/08/2020,Delhi,31,Female,Yes,Student,160
31/08/2020,Ahmedabad,27,Male,Yes,Student,240
31/08/2020,Kolkata,37,Female,Yes,Student,500
01/09/2020,Delhi,37,Female,Yes,Student,420
01/09/2020,Kolkata,28,Male,No,Student,480
01/09/2020,Ahmedabad,35,Male,No,IT,520
01/09/2020,Hyderabad,28,Polygender,Yes,Doc,310
01/09/2020,Ahmedabad,28,Female,Yes,Doc,390
01/09/2020,Hyderabad,31,Female,No,Student,320
01/09/2020,Chennai,35,Genderqueer,Yes,Student,180
01/09/2020,Kolkata,30,Male,Yes,Student,450
02/09/2020,Delhi,37,Male,No,Student,350
02/09/2020,Pune,43,Female,Yes,Doc,300
02/09/2020,Hyderabad,35,Female,Yes,Doc,430
02/09/2020,Hyderabad,31,Male,Yes,IT,330
03/09/2020,Pune,26,Female,Yes,IT,440
03/09/2020,Bangalore,29,Male,No,IT,490
03/09/2020,Pune,26,Non-binary,Yes,Doc,280
03/09/2020,Kolkata,27,Male,No,IT,430
03/09/2020,Ahmedabad,37,Male,Yes,IT,520
03/09/2020,Kolkata,34,Genderqueer,No,Doc,160
03/09/2020,Delhi,39,Female,No,Doc,340
03/09/2020,Pune,37,Male,No,IT,270
03/09/2020,Mumbai,38,Female,Yes,Student,270
03/09/2020,Bangalore,39,Female,Yes,IT,510
04/09/2020,Delhi,32,Female,No,Student,110
04/09/2020,Chennai,37,Male,Yes,Doc,350
04/09/2020,Ahmedabad,27,Male,Yes,IT,440
04/09/2020,Bangalore,28,Polygender,Yes,IT,320
04/09/2020,Kolkata,42,Female,No,Doc,500
04/09/2020,Hyderabad,27,Female,Yes,Doc,370
04/09/2020,Kolkata,29,Male,Yes,Student,240
04/09/2020,Ahmedabad,30,Male,No,IT,210
05/09/2020,Pune,38,Male,Yes,Doc,130
05/09/2020,Mumbai,40,Female,No,Doc,150
05/09/2020,Delhi,39,Female,No,Doc,400
05/09/2020,Bangalore,42,Non-binary,No,Student,270
05/09/2020,Ahmedabad,32,Female,Yes,IT,130
05/09/2020,Delhi,31,Male,Yes,Doc,150
06/09/2020,Pune,34,Bigender,Yes,Student,370
06/09/2020,Chennai,38,Female,Yes,Student,270
06/09/2020,Hyderabad,40,Female,No,IT,210
06/09/2020,Bangalore,41,Male,No,Doc,190
06/09/2020,Delhi,34,Female,No,Student,250
06/09/2020,Bangalore,40,Male,Yes,Student,450
06/09/2020,Hyderabad,38,Male,Yes,Student,490
06/09/2020,Delhi,26,Female,No,Doc,460
06/09/2020,Kolkata,32,Female,No,Student,130
06/09/2020,Kolkata,37,Female,No,IT,250
06/09/2020,Ahmedabad,36,Female,Yes,IT,260
07/09/2020,Hyderabad,31,Male,Yes,IT,140
07/09/2020,Chennai,28,Male,Yes,Student,130
07/09/2020,Mumbai,36,Female,Yes,Student,280
07/09/2020,Bangalore,38,Male,No,IT,330
08/09/2020,Kolkata,31,Female,Yes,IT,510
08/09/2020,Mumbai,36,Male,Yes,Student,360
08/09/2020,Ahmedabad,30,Male,No,Doc,470
08/09/2020,Mumbai,39,Agender,Yes,Doc,360
08/09/2020,Bangalore,43,Male,Yes,Student,130
08/09/2020,Ahmedabad,43,Female,Yes,Student,470
08/09/2020,Pune,25,Female,Yes,IT,240
09/09/2020,Bangalore,36,Male,No,Student,140
09/09/2020,Kolkata,43,Female,Yes,IT,260
09/09/2020,Pune,25,Male,Yes,Student,460
09/09/2020,Kolkata,30,Polygender,Yes,Doc,430
10/09/2020,Mumbai,41,Female,Yes,Student,140
10/09/2020,Kolkata,30,Male,No,Student,530
10/09/2020,Mumbai,41,Female,Yes,IT,290
10/09/2020,Hyderabad,25,Male,Yes,Student,270
10/09/2020,Hyderabad,35,Male,Yes,IT,210
10/09/2020,Chennai,37,Male,Yes,IT,530
10/09/2020,Chennai,35,Female,Yes,Doc,110
10/09/2020,Mumbai,28,Female,Yes,Doc,130
10/09/2020,Kolkata,29,Female,Yes,Student,180
10/09/2020,Delhi,40,Male,No,Doc,120
11/09/2020,Hyderabad,25,Male,Yes,Student,480
11/09/2020,Bangalore,26,Female,No,Doc,480
11/09/2020,Mumbai,38,Male,Yes,IT,180
11/09/2020,Bangalore,31,Female,Yes,Student,300
11/09/2020,Mumbai,28,Genderqueer,No,Doc,150
11/09/2020,Bangalore,41,Female,No,Doc,390
11/09/2020,Ahmedabad,39,Female,No,Doc,380
11/09/2020,Ahmedabad,38,Female,Yes,Doc,130
11/09/2020,Kolkata,43,Female,No,Doc,420
11/09/2020,Bangalore,26,Female,No,IT,500
12/09/2020,Hyderabad,27,Female,Yes,Student,410
12/09/2020,Delhi,34,Male,Yes,Student,400
12/09/2020,Kolkata,31,Male,Yes,Student,480
12/09/2020,Bangalore,30,Female,Yes,IT,110
12/09/2020,Pune,34,Male,No,IT,320
12/09/2020,Delhi,27,Male,Yes,Doc,250
13/09/2020,Pune,35,Female,No,Student,180
13/09/2020,Mumbai,41,Male,Yes,IT,280
13/09/2020,Ahmedabad,25,Female,No,IT,330
13/09/2020,Kolkata,40,Male,No,Student,290
13/09/2020,Ahmedabad,36,Male,Yes,Student,150
13/09/2020,Pune,27,Female,Yes,Doc,440
14/09/2020,Ahmedabad,43,Female,No,IT,470
14/09/2020,Bangalore,40,Female,Yes,Doc,190
14/09/2020,Mumbai,43,Male,Yes,Student,320
14/09/2020,Delhi,40,Female,No,IT,170
14/09/2020,Chennai,42,Female,No,Doc,360
14/09/2020,Delhi,40,Female,Yes,Student,270
15/09/2020,Ahmedabad,35,Female,Yes,IT,500
15/09/2020,Bangalore,33,Genderfluid,Yes,IT,240
15/09/2020,Kolkata,31,Male,No,Doc,130
16/09/2020,Pune,35,Male,No,Doc,510
16/09/2020,Pune,39,Male,No,IT,390
16/09/2020,Kolkata,36,Male,Yes,IT,420
16/09/2020,Chennai,28,Genderqueer,No,Student,310
16/09/2020,Bangalore,41,Non-binary,No,IT,360
16/09/2020,Bangalore,38,Genderqueer,Yes,Doc,260
17/09/2020,Bangalore,31,Male,Yes,Student,110
17/09/2020,Mumbai,25,Male,No,Student,440
17/09/2020,Kolkata,32,Male,No,IT,450
17/09/2020,Bangalore,27,Male,Yes,Student,430
17/09/2020,Bangalore,32,Polygender,Yes,IT,410
17/09/2020,Bangalore,33,Female,Yes,Student,120
17/09/2020,Ahmedabad,38,Non-binary,No,Student,220
17/09/2020,Bangalore,40,Male,No,Student,490
17/09/2020,Pune,40,Genderqueer,Yes,Doc,250
17/09/2020,Mumbai,29,Female,Yes,Doc,490
17/09/2020,Pune,29,Male,No,IT,500
17/09/2020,Pune,40,Male,Yes,IT,110
18/09/2020,Bangalore,36,Female,Yes,Student,280
18/09/2020,Mumbai,41,Male,Yes,IT,360
18/09/2020,Delhi,42,Female,No,Doc,420
18/09/2020,Ahmedabad,42,Female,No,Student,400
18/09/2020,Pune,34,Female,Yes,Doc,140
18/09/2020,Chennai,41,Female,No,Student,150
19/09/2020,Mumbai,37,Male,No,Student,390
19/09/2020,Delhi,36,Male,No,IT,340
19/09/2020,Kolkata,34,Female,No,IT,530
19/09/2020,Hyderabad,25,Male,Yes,Student,280
19/09/2020,Mumbai,37,Male,No,Student,300
19/09/2020,Mumbai,28,Female,Yes,IT,420
19/09/2020,Kolkata,31,Male,No,IT,160
19/09/2020,Ahmedabad,43,Male,Yes,Student,320
19/09/2020,Mumbai,31,Genderqueer,Yes,IT,390
20/09/2020,Bangalore,32,Male,Yes,IT,170
21/09/2020,Kolkata,26,Female,Yes,Student,300
21/09/2020,Bangalore,29,Female,Yes,Student,150
21/09/2020,Chennai,26,Female,No,IT,350
21/09/2020,Chennai,41,Female,No,IT,290
22/09/2020,Kolkata,43,Male,No,Student,190
22/09/2020,Delhi,33,Male,Yes,Doc,130
22/09/2020,Kolkata,40,Non-binary,No,Student,400
22/09/2020,Delhi,40,Female,Yes,IT,150
22/09/2020,Ahmedabad,26,Non-binary,No,Doc,330
22/09/2020,Pune,38,Female,No,Student,450
23/09/2020,Bangalore,39,Female,No,Doc,510
23/09/2020,Pune,41,Female,Yes,Student,240
23/09/2020,Kolkata,28,Non-binary,Yes,Doc,110
24/09/2020,Kolkata,32,Bigender,Yes,IT,130
24/09/2020,Ahmedabad,35,Female,Yes,IT,480
24/09/2020,Mumbai,34,Female,Yes,Doc,440
25/09/2020,Bangalore,41,Genderfluid,No,Doc,200
25/09/2020,Mumbai,41,Female,Yes,Student,320
25/09/2020,Delhi,38,Female,No,Student,490
25/09/2020,Bangalore,40,Bigender,No,Doc,240
25/09/2020,Delhi,38,Male,No,Student,280
25/09/2020,Hyderabad,33,Female,No,IT,270
25/09/2020,Chennai,25,Female,No,IT,360
25/09/2020,Kolkata,35,Male,Yes,Doc,110
26/09/2020,Hyderabad,27,Non-binary,No,Student,270
26/09/2020,Kolkata,42,Female,No,Doc,250
26/09/2020,Ahmedabad,31,Female,No,Doc,370
26/09/2020,Delhi,29,Male,No,IT,140
26/09/2020,Mumbai,35,Female,Yes,Doc,270
26/09/2020,Ahmedabad,28,Female,No,IT,300
27/09/2020,Mumbai,29,Female,No,Doc,210
27/09/2020,Bangalore,26,Female,No,IT,530
27/09/2020,Bangalore,35,Genderqueer,No,Student,210
28/09/2020,Ahmedabad,43,Male,Yes,IT,500
28/09/2020,Delhi,29,Male,No,IT,300
28/09/2020,Mumbai,35,Female,No,Doc,190
28/09/2020,Chennai,35,Male,Yes,Doc,470
28/09/2020,Bangalore,40,Non-binary,No,Doc,210
28/09/2020,Mumbai,31,Female,No,Doc,520
29/09/2020,Chennai,36,Female,No,IT,490
29/09/2020,Bangalore,28,Female,No,Doc,530
29/09/2020,Kolkata,31,Male,Yes,Doc,170
29/09/2020,Delhi,30,Male,Yes,Doc,450
29/09/2020,Bangalore,30,Female,No,IT,170
29/09/2020,Delhi,35,Female,Yes,Student,200
30/09/2020,Bangalore,31,Male,No,Doc,310
30/09/2020,Bangalore,35,Female,No,IT,520
30/09/2020,Delhi,30,Male,No,IT,160
30/09/2020,Delhi,39,Female,No,Doc,470
30/09/2020,Mumbai,27,Female,Yes,Doc,360
30/09/2020,Hyderabad,33,Male,No,Doc,290
30/09/2020,Mumbai,31,Female,Yes,Student,420
01/10/2020,Kolkata,26,Male,No,Student,500
01/10/2020,Mumbai,39,Female,No,Student,530
01/10/2020,Pune,26,Male,Yes,IT,210
02/10/2020,Delhi,34,Male,No,Doc,430
02/10/2020,Hyderabad,34,Female,No,IT,220
02/10/2020,Pune,34,Female,Yes,Doc,340
02/10/2020,Pune,36,Female,No,Doc,260
02/10/2020,Delhi,42,Male,No,IT,420
02/10/2020,Delhi,27,Female,No,Doc,300
02/10/2020,Bangalore,26,Male,Yes,IT,180
02/10/2020,Chennai,28,Female,No,Doc,310
03/10/2020,Ahmedabad,31,Male,No,Doc,490
03/10/2020,Kolkata,42,Female,No,IT,150
03/10/2020,Kolkata,32,Male,Yes,Doc,490
03/10/2020,Hyderabad,29,Male,No,IT,490
03/10/2020,Hyderabad,38,Female,No,Student,450
03/10/2020,Bangalore,40,Female,No,Student,500
03/10/2020,Delhi,29,Male,No,Doc,400
03/10/2020,Ahmedabad,43,Female,No,Student,480
04/10/2020,Pune,26,Male,No,IT,410
04/10/2020,Mumbai,32,Male,No,Doc,240
04/10/2020,Delhi,28,Female,Yes,Student,420
04/10/2020,Hyderabad,37,Female,Yes,IT,210
04/10/2020,Mumbai,41,Male,No,Doc,240
04/10/2020,Pune,36,Male,Yes,Student,140
04/10/2020,Hyderabad,29,Male,No,IT,450
04/10/2020,Hyderabad,33,Female,No,Student,290
04/10/2020,Bangalore,26,Female,No,IT,160
04/10/2020,Pune,39,Male,Yes,Student,220
05/10/2020,Kolkata,25,Bigender,No,IT,530
05/10/2020,Delhi,27,Female,No,IT,170
05/10/2020,Chennai,29,Male,No,Student,320
05/10/2020,Kolkata,38,Male,No,Student,430
05/10/2020,Pune,35,Male,Yes,Student,380
05/10/2020,Ahmedabad,41,Female,Yes,IT,500
05/10/2020,Mumbai,31,Male,Yes,IT,370
06/10/2020,Kolkata,32,Male,Yes,IT,310
06/10/2020,Hyderabad,34,Female,Yes,IT,210
06/10/2020,Ahmedabad,40,Male,Yes,Doc,160
06/10/2020,Hyderabad,39,Female,Yes,Student,210
06/10/2020,Bangalore,36,Male,Yes,Student,140
06/10/2020,Hyderabad,42,Male,Yes,IT,260
07/10/2020,Chennai,29,Male,Yes,Doc,350
07/10/2020,Chennai,38,Female,No,Doc,400
07/10/2020,Kolkata,25,Male,No,Student,410
08/10/2020,Mumbai,34,Male,Yes,IT,320
08/10/2020,Mumbai,27,Polygender,No,Student,420
08/10/2020,Bangalore,28,Female,No,IT,250
08/10/2020,Delhi,30,Genderfluid,Yes,Student,400
08/10/2020,Ahmedabad,28,Male,No,IT,250
08/10/2020,Delhi,39,Male,No,Doc,240
08/10/2020,Bangalore,39,Female,No,Doc,300
09/10/2020,Kolkata,34,Female,No,IT,210
10/10/2020,Pune,37,Non-binary,No,IT,330
10/10/2020,Delhi,27,Male,Yes,Doc,310
10/10/2020,Kolkata,42,Female,No,IT,410
10/10/2020,Ahmedabad,35,Male,No,Doc,460
10/10/2020,Ahmedabad,34,Male,Yes,Student,430
10/10/2020,Mumbai,33,Female,No,IT,170
10/10/2020,Kolkata,26,Male,No,IT,170
10/10/2020,Delhi,34,Female,No,IT,430
11/10/2020,Kolkata,27,Female,No,Doc,190
12/10/2020,Delhi,32,Bigender,No,IT,340
12/10/2020,Pune,42,Female,Yes,Doc,240
12/10/2020,Pune,32,Male,Yes,Student,220
12/10/2020,Chennai,35,Female,Yes,Student,150
12/10/2020,Hyderabad,26,Male,No,Student,210
12/10/2020,Bangalore,38,Female,Yes,Student,370
12/10/2020,Mumbai,36,Female,No,Student,280
12/10/2020,Hyderabad,32,Male,Yes,Student,370
13/10/2020,Ahmedabad,31,Male,No,Student,330
13/10/2020,Ahmedabad,42,Female,Yes,Student,300
13/10/2020,Delhi,31,Male,Yes,Student,130
13/10/2020,Chennai,39,Female,No,Doc,460
13/10/2020,Pune,35,Male,Yes,Doc,200
